,Medio empleado,Sexo,Edad,Total
1167,79,1,8,0.0
1168,79,1,9,0.0
1169,79,1,10,0.0
1170,79,1,11,0.0
1171,79,1,12,0.0
1172,79,1,13,0.0
1173,79,1,14,0.0
1174,79,1,15,0.0
1175,79,1,16,0.0
1176,79,1,17,0.0
1177,79,1,18,0.0
1178,79,2,0,0.0
1179,79,2,1,0.0
1180,79,2,2,0.0
1181,79,2,3,0.0
1182,79,2,4,0.0
1183,79,2,5,0.0
1184,79,2,6,0.0
1185,79,2,7,0.0
1186,79,2,8,0.0
1187,79,2,9,0.0
1188,79,2,10,0.0
1189,79,2,11,0.0
1190,79,2,12,0.0
1191,79,2,13,0.0
1192,79,2,14,0.0
1193,79,2,15,0.0
1194,79,2,16,0.0
1195,79,2,17,0.0
1196,79,2,18,0.0
1197,80,0,0,241.91
1198,80,0,1,2.17
1199,80,0,2,4.35
1200,80,0,3,4.62
1201,80,0,4,9.79
1202,80,0,5,10.33
1203,80,0,6,18.21
1204,80,0,7,20.66
1205,80,0,8,17.12
1206,80,0,9,28.54
1207,80,0,10,25.01
1208,80,0,11,14.68
1209,80,0,12,15.22
1210,80,0,13,19.57
1211,80,0,14,14.68
1212,80,0,15,16.85
1213,80,0,16,13.86
1214,80,0,17,4.89
1215,80,0,18,1.36
1216,80,1,0,142.97
1217,80,1,1,1.09
1218,80,1,2,2.17
1219,80,1,3,3.53
1220,80,1,4,6.52
1221,80,1,5,8.15
1222,80,1,6,10.87
1223,80,1,7,12.78
1224,80,1,8,11.42
1225,80,1,9,15.49
1226,80,1,10,13.59
1227,80,1,11,7.34
1228,80,1,12,6.8
1229,80,1,13,9.24
1230,80,1,14,7.61
1231,80,1,15,11.69
1232,80,1,16,10.06
1233,80,1,17,3.81
1234,80,1,18,0.82
1235,80,2,0,98.94
1236,80,2,1,1.09
1237,80,2,2,2.17
1238,80,2,3,1.09
1239,80,2,4,3.26
1240,80,2,5,2.17
1241,80,2,6,7.34
1242,80,2,7,7.88
1243,80,2,8,5.71
1244,80,2,9,13.05
1245,80,2,10,11.42
1246,80,2,11,7.34
1247,80,2,12,8.43
1248,80,2,13,10.33
1249,80,2,14,7.07
1250,80,2,15,5.16
1251,80,2,16,3.81
1252,80,2,17,1.09
1253,80,2,18,0.54
1254,81,0,0,17.4
1255,81,0,1,0.0
1256,81,0,2,0.54
1257,81,0,3,1.36
1258,81,0,4,1.63
1259,81,0,5,0.54
1260,81,0,6,1.36
1261,81,0,7,2.17
1262,81,0,8,2.17
1263,81,0,9,1.63
1264,81,0,10,1.36
1265,81,0,11,0.54
1266,81,0,12,1.63
1267,81,0,13,0.54
1268,81,0,14,0.54
1269,81,0,15,0.82
1270,81,0,16,0.54
1271,81,0,17,0.0
1272,81,0,18,0.0
1273,81,1,0,13.59
1274,81,1,1,0.0
1275,81,1,2,0.54
1276,81,1,3,1.09
1277,81,1,4,1.36
1278,81,1,5,0.27
1279,81,1,6,1.09
1280,81,1,7,1.63
1281,81,1,8,1.63
1282,81,1,9,1.63
1283,81,1,10,1.09
1284,81,1,11,0.27
1285,81,1,12,1.09
1286,81,1,13,0.27
1287,81,1,14,0.54
1288,81,1,15,0.54
1289,81,1,16,0.54
1290,81,1,17,0.0
1291,81,1,18,0.0
1292,81,2,0,3.81
1293,81,2,1,0.0
1294,81,2,2,0.0
1295,81,2,3,0.27
1296,81,2,4,0.27
1297,81,2,5,0.27
1298,81,2,6,0.27
1299,81,2,7,0.54
1300,81,2,8,0.54
1301,81,2,9,0.0
1302,81,2,10,0.27
1303,81,2,11,0.27
1304,81,2,12,0.54
1305,81,2,13,0.27
1306,81,2,14,0.0
1307,81,2,15,0.27
1308,81,2,16,0.0
1309,81,2,17,0.0
1310,81,2,18,0.0
1311,82,0,0,11.42
1312,82,0,1,0.27
1313,82,0,2,0.27
1314,82,0,3,0.82
1315,82,0,4,0.27
1316,82,0,5,1.09
1317,82,0,6,2.17
1318,82,0,7,0.54
1319,82,0,8,1.36
1320,82,0,9,1.63
1321,82,0,10,0.54
1322,82,0,11,0.54
1323,82,0,12,0.54
1324,82,0,13,0.54
1325,82,0,14,0.82
1326,82,0,15,0.0
1327,82,0,16,0.0
1328,82,0,17,0.0
1329,82,0,18,0.0
1330,82,1,0,9.51
1331,82,1,1,0.27
1332,82,1,2,0.27
1333,82,1,3,0.82
1334,82,1,4,0.0
1335,82,1,5,1.09
1336,82,1,6,1.9
1337,82,1,7,0.54
1338,82,1,8,1.09
1339,82,1,9,1.36
1340,82,1,10,0.54
1341,82,1,11,0.0
1342,82,1,12,0.27
1343,82,1,13,0.54
1344,82,1,14,0.82
1345,82,1,15,0.0
1346,82,1,16,0.0
1347,82,1,17,0.0
1348,82,1,18,0.0
1349,82,2,0,1.9
1350,82,2,1,0.0
1351,82,2,2,0.0
1352,82,2,3,0.0
1353,82,2,4,0.27
1354,82,2,5,0.0
1355,82,2,6,0.27
1356,82,2,7,0.0
1357,82,2,8,0.27
1358,82,2,9,0.27
1359,82,2,10,0.0
1360,82,2,11,0.54
1361,82,2,12,0.27
1362,82,2,13,0.0
1363,82,2,14,0.0
1364,82,2,15,0.0
1365,82,2,16,0.0
1366,82,2,17,0.0
1367,82,2,18,0.0
1368,83,0,0,0.82
1369,83,0,1,0.0
1370,83,0,2,0.0
1371,83,0,3,0.0
1372,83,0,4,0.0
1373,83,0,5,0.0
1374,83,0,6,0.0
1375,83,0,7,0.0
1376,83,0,8,0.0
1377,83,0,9,0.27
1378,83,0,10,0.0
1379,83,0,11,0.0
1380,83,0,12,0.27
1381,83,0,13,0.0
1382,83,0,14,0.0
1383,83,0,15,0.27
1384,83,0,16,0.0
1385,83,0,17,0.0
1386,83,0,18,0.0
1387,83,1,0,0.82
1388,83,1,1,0.0
1389,83,1,2,0.0
1390,83,1,3,0.0
1391,83,1,4,0.0
1392,83,1,5,0.0
1393,83,1,6,0.0
1394,83,1,7,0.0
1395,83,1,8,0.0
1396,83,1,9,0.27
1397,83,1,10,0.0
1398,83,1,11,0.0
1399,83,1,12,0.27
1400,83,1,13,0.0
1401,83,1,14,0.0
1402,83,1,15,0.27
1403,83,1,16,0.0
1404,83,1,17,0.0
1405,83,1,18,0.0
1406,83,2,0,0.0
1407,83,2,1,0.0
1408,83,2,2,0.0
1409,83,2,3,0.0
1410,83,2,4,0.0
1411,83,2,5,0.0
1412,83,2,6,0.0
1413,83,2,7,0.0
1414,83,2,8,0.0
1415,83,2,9,0.0
1416,83,2,10,0.0
1417,83,2,11,0.0
1418,83,2,12,0.0
1419,83,2,13,0.0
1420,83,2,14,0.0
1421,83,2,15,0.0
1422,83,2,16,0.0
1423,83,2,17,0.0
1424,83,2,18,0.0
1425,84,0,0,42.4
1426,84,0,1,0.0
1427,84,0,2,1.09
1428,84,0,3,0.0
1429,84,0,4,1.36
1430,84,0,5,1.9
1431,84,0,6,3.26
1432,84,0,7,5.98
1433,84,0,8,4.89
1434,84,0,9,4.08
1435,84,0,10,5.16
1436,84,0,11,2.45
1437,84,0,12,2.45
1438,84,0,13,3.26
1439,84,0,14,1.9
1440,84,0,15,2.72
1441,84,0,16,1.63
1442,84,0,17,0.27
1443,84,0,18,0.0
1444,84,1,0,28.27
1445,84,1,1,0.0
1446,84,1,2,0.54
1447,84,1,3,0.0
1448,84,1,4,0.54
1449,84,1,5,1.36
1450,84,1,6,2.72
1451,84,1,7,4.35
1452,84,1,8,2.72
1453,84,1,9,2.17
1454,84,1,10,3.53
1455,84,1,11,1.63
1456,84,1,12,1.9
1457,84,1,13,1.9
1458,84,1,14,1.63
1459,84,1,15,1.9
1460,84,1,16,1.09
1461,84,1,17,0.27
1462,84,1,18,0.0
1463,84,2,0,14.13
1464,84,2,1,0.0
1465,84,2,2,0.54
1466,84,2,3,0.0
1467,84,2,4,0.82
1468,84,2,5,0.54
1469,84,2,6,0.54
1470,84,2,7,1.63
1471,84,2,8,2.17
1472,84,2,9,1.9
1473,84,2,10,1.63
1474,84,2,11,0.82
1475,84,2,12,0.54
1476,84,2,13,1.36
1477,84,2,14,0.27
1478,84,2,15,0.82
1479,84,2,16,0.54
1480,84,2,17,0.0
1481,84,2,18,0.0
